Certificate,Ukrainian,Math,History,Geography,English,OtherForeignLang,Physics,Biology,Chemistry,UniverSpec
9.1,184,188,0,0,0,0,174,181,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
9.52,180,183,0,0,0,0,175,197,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
9.6,197,141,0,0,0,0,131,198,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
5.9,143,200,0,0,0,0,175,187,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
8.43,154,158,0,0,0,0,136,186,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.28,146,194,0,0,0,0,151,161,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
8.34,199,188,0,0,0,0,177,170,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
9.94,193,174,0,0,0,0,148,181,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
9.28,181,180,0,0,0,0,136,165,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.07,140,146,0,0,0,0,130,178,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.76,184,189,0,0,0,0,195,168,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
5.61,181,183,0,0,0,0,130,190,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.76,170,146,0,0,0,0,199,192,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.82,172,188,0,0,0,0,191,182,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
8.88,144,171,0,0,0,0,197,178,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
6.16,187,134,0,0,0,0,167,195,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
7.07,178,175,0,0,0,0,148,190,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
7.4,158,131,0,0,0,0,185,178,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
9.9,182,191,0,0,0,0,143,181,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
7.3,199,167,0,0,0,0,137,188,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
7.96,161,199,0,0,0,0,143,169,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
7.48,164,166,0,0,0,0,173,170,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
11.73,147,135,0,0,0,0,193,161,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.35,190,149,0,0,0,0,177,184,0,Національний університет водного господарства та природокористування 162 Біотехнології та біоінженерія
10.19,143,137,0,0,0,0,134,194,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.64,197,200,0,0,0,0,157,167,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
10.9,141,130,0,0,0,0,190,174,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
5.16,150,142,0,0,0,0,135,200,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
6.42,137,151,0,0,0,0,177,159,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.4,198,163,0,0,0,0,169,161,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
7.45,145,191,0,0,0,0,141,163,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.41,133,148,0,0,0,0,176,190,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.01,181,144,0,0,0,0,141,173,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
8.97,161,153,0,0,0,0,198,169,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.18,175,159,0,0,0,0,142,192,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.6,151,132,0,0,0,0,132,183,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
11.33,165,131,0,0,0,0,131,172,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
9.19,183,130,0,0,0,0,145,152,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
6.21,189,139,0,0,0,0,197,186,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
7.17,133,168,0,0,0,0,137,199,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
6.82,136,199,0,0,0,0,128,166,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
5.66,199,154,0,0,0,0,192,175,0,Національний університет водного господарства та природокористування 207 Водні біоресурси та аквакультура
6.32,193,0,0,179,183,182,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
11.76,160,0,0,150,131,186,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
10.32,197,0,0,178,186,187,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
8.61,156,0,0,197,197,187,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
10.15,158,0,0,154,140,147,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
9.02,144,0,0,168,188,132,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
6.97,183,0,0,164,130,144,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
8.81,183,0,0,174,143,170,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
6.63,135,0,0,186,187,186,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
9.74,162,0,0,194,180,141,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
8.08,164,0,0,195,151,193,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.44,193,0,0,190,142,150,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.62,199,0,0,167,187,133,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
10.2,129,0,0,177,128,137,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
11.94,153,0,0,198,145,170,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
7.49,168,0,0,172,189,133,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
12,144,0,0,170,180,131,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
7.13,131,0,0,168,191,128,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
6.54,139,0,0,182,153,138,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
7.43,150,0,0,173,181,148,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.79,189,0,0,161,165,158,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
10.31,175,0,0,173,167,196,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
9.31,191,0,0,195,154,160,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
7,151,0,0,173,138,191,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.04,198,0,0,150,171,180,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.74,172,0,0,166,168,150,0,0,0,Національний університет водного господарства та природокористування 241 Готельно-ресторанна справа
5.73,194,155,0,0,181,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
6.85,197,187,0,0,128,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
9.57,188,157,0,0,165,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.79,145,175,0,0,190,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.76,143,186,0,0,164,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
11.37,159,177,0,0,151,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
10.95,172,162,0,0,169,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
8.19,128,152,0,0,147,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.59,141,160,0,0,155,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
8.34,145,165,0,0,129,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
9.13,198,199,0,0,174,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.07,161,180,0,0,134,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
10.25,195,156,0,0,175,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
11.6,191,200,0,0,175,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.54,133,169,0,0,187,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
7.65,142,150,0,0,191,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
7.68,181,148,0,0,179,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
5.68,200,169,0,0,129,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
6.39,138,179,0,0,157,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
10.11,179,169,0,0,154,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
11.23,155,196,0,0,194,0,0,0,0,Національний університет водного господарства та природокористування 051 Економіка
9.55,147,0,168,199,174,173,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
10.68,131,0,183,190,176,134,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5.85,187,0,195,181,181,146,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.18,128,0,184,136,175,172,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.05,192,0,191,192,174,173,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
9.51,176,0,165,182,195,152,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5.21,148,0,150,199,150,185,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
11.27,175,0,157,133,181,138,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
8.54,134,0,161,185,171,143,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
7.53,183,0,153,155,177,150,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
10.6,132,0,188,163,160,136,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
9.74,199,0,173,156,196,191,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
8.55,145,0,187,131,155,138,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
10.27,147,0,178,128,185,150,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5.56,135,0,195,145,200,162,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
7.16,159,0,176,155,185,131,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5,157,0,174,150,188,160,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5.43,188,0,155,181,200,156,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
11.56,164,0,152,139,190,152,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
7.73,141,0,169,192,186,135,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.7,167,0,173,195,198,187,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
5.56,191,0,175,144,174,176,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.05,185,0,150,157,172,163,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
7.26,138,0,160,191,164,172,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
9.37,146,0,166,193,162,200,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.86,177,0,157,161,188,160,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.36,128,0,180,129,183,172,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
6.67,172,0,187,167,169,191,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
11.59,149,0,173,158,197,175,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
10.87,179,0,155,174,197,132,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
11.06,174,0,169,132,151,171,0,0,0,Національний університет водного господарства та природокористування 061 Журналістика
9.12,159,172,0,0,178,131,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.54,163,176,0,0,197,151,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
5.34,142,192,0,0,157,150,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.43,186,152,0,0,186,171,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
6.1,138,193,0,0,171,144,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.74,158,162,0,0,179,174,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
8.64,145,183,0,0,189,167,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
11.68,177,172,0,0,199,186,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
8.76,159,177,0,0,177,174,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
10.89,155,199,0,0,175,154,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
5.17,170,157,0,0,177,131,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
6.27,163,197,0,0,185,156,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
10.44,143,161,0,0,186,130,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
8.35,200,184,0,0,152,162,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
11.65,195,188,0,0,200,143,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
8.86,151,189,0,0,197,153,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.13,150,177,0,0,186,134,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.84,162,168,0,0,155,154,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
11.53,182,157,0,0,155,181,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
10.46,170,193,0,0,200,149,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
8.52,198,163,0,0,198,163,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
10.87,146,148,0,0,193,162,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
10.5,135,172,0,0,152,153,0,0,0,Національний університет водного господарства та природокористування 122 Комп'ютерні науки
7.64,179,167,193,0,187,195,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
11.45,197,181,193,0,177,130,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.74,177,187,167,0,144,131,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.33,199,168,136,0,188,199,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.59,180,177,141,0,132,141,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.84,158,186,189,0,139,183,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.4,133,167,133,0,155,167,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.34,146,178,131,0,137,188,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
11.94,163,183,198,0,199,129,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.12,147,185,166,0,142,143,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.06,200,179,166,0,193,198,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
6.59,193,158,197,0,179,150,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
6.05,154,171,136,0,192,161,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.31,186,170,144,0,153,180,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
8.08,166,162,196,0,163,135,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.18,199,189,142,0,151,143,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
8.94,152,197,142,0,150,135,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.63,177,171,156,0,137,194,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.18,170,177,174,0,168,165,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.54,165,178,169,0,179,137,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.54,190,181,141,0,165,163,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.46,138,166,157,0,198,186,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.64,154,189,157,0,187,164,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.43,138,178,141,0,152,168,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
11.13,150,193,158,0,143,146,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.2,137,196,174,0,192,153,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.45,199,151,180,0,197,172,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.16,169,171,198,0,162,173,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.79,146,165,153,0,146,178,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.07,137,195,132,0,190,163,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.46,155,170,191,0,190,163,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
10.66,169,199,142,0,182,133,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.4,137,186,175,0,155,136,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
7.44,134,149,133,0,168,169,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
9.66,169,173,179,0,159,144,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
11.16,199,182,174,0,165,179,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
6.96,143,183,136,0,167,199,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
6.32,194,196,159,0,169,137,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
8.21,142,156,196,0,136,135,0,0,0,Національний університет водного господарства та природокористування 073 Менеджмент
5.61,173,161,0,0,137,142,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
4.25,118,138,0,0,130,165,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
10.97,174,151,0,0,152,173,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
5.18,133,165,0,0,138,174,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
6.3,181,144,0,0,175,157,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
4.88,189,135,0,0,155,164,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
10.12,135,177,0,0,165,130,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
6.09,200,182,0,0,161,117,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
11.32,164,197,0,0,166,158,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
4.92,192,195,0,0,144,166,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
11.71,140,186,0,0,175,139,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
9.61,152,157,0,0,194,121,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
3.42,179,183,0,0,129,154,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
4.28,158,179,0,0,185,199,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
10.79,197,169,0,0,164,189,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
5.57,128,136,0,0,183,120,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
6.91,200,195,0,0,191,198,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
3.89,190,188,0,0,171,180,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
6.86,199,138,0,0,181,171,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
5.72,194,146,0,0,182,135,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
11.29,179,156,0,0,164,173,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
3.93,153,200,0,0,152,175,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
11.66,155,146,0,0,152,135,0,0,0,Луцький національний технічний університет 121 Інженерія програмного забезпечення
7.02,191,171,0,0,135,145,119,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
7.78,190,183,0,0,162,159,155,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
8.64,148,168,0,0,141,149,148,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
3.9,187,167,0,0,140,120,120,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
10.52,161,185,0,0,174,131,163,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
3.04,196,159,0,0,155,195,187,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
6.64,127,155,0,0,154,182,165,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
10.26,183,136,0,0,129,184,197,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
5.41,145,144,0,0,153,182,191,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
5.9,158,182,0,0,196,167,133,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
9.42,123,181,0,0,186,134,142,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
8.34,180,187,0,0,170,162,148,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
5.13,142,131,0,0,129,151,187,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
7.93,169,173,0,0,182,135,175,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
8.08,132,189,0,0,191,150,174,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
11.95,123,162,0,0,140,134,147,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
5.71,141,181,0,0,130,132,170,0,0,Луцький національний технічний університет 151 Автоматизація та комп’ютерно-інтегровані технології 
